study_id,outcome,theme,events_x,sample_size_n,country,facility_level,setting,surgical_specialty,denominator_type,ascertainment_window_days,year_start,year_end,pathogen,antibiotic,who_class,ast_method,breakpoint_standard,breakpoint_version,specimen_type,mdr_definition_text,n_mdr,n_xdr,esbl_test,n_esbl_positive,carbapenemase_test,n_carbapenemase_positive,carbapenemase_genes,mrsa_detection_method,resistance_gene_markers,mic_unit,mic_breakpoint_s,mic_breakpoint_r,zone_diameter_unit,ssi_type,readmission_window_days,reoperation_definition_text
Garoy2021-Eritrea-AsmaraHospitals-2017-01,amr_prevalence,amr_prevalence,14,20,Eritrea,tertiary,hospital,,isolates,,2017,2017,Staphylococcus aureus,oxacillin,important,disk_diffusion,CLSI,CLSI 2017 (M100-S25),wound_swab,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,17.0,,,,,,,disk diffusion (oxacillin disk),,,,,mm,,,
Garoy2021-Eritrea-AsmaraHospitals-2017-01,amr_prevalence,amr_prevalence,12,20,Eritrea,tertiary,hospital,,isolates,,2017,2017,Staphylococcus aureus,vancomycin,critically_important,disk_diffusion,CLSI,CLSI 2017 (M100-S25),wound_swab,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,17.0,,,,,,,disk diffusion (oxacillin disk),,,,,mm,,,
Garoy2021-Eritrea-AsmaraHospitals-2017-01,amr_prevalence,amr_prevalence,5,20,Eritrea,tertiary,hospital,,isolates,,2017,2017,Staphylococcus aureus,clindamycin,critically_important,disk_diffusion,CLSI,CLSI 2017 (M100-S25),wound_swab,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,17.0,,,,,,,disk diffusion (oxacillin disk); D-test for inducible resistance,,,,,mm,,,
Garoy2021-Eritrea-AsmaraHospitals-2017-01,amr_prevalence,amr_prevalence,5,20,Eritrea,tertiary,hospital,,isolates,,2017,2017,Staphylococcus aureus,erythromycin,important,disk_diffusion,CLSI,CLSI 2017 (M100-S25),wound_swab,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,17.0,,,,,,,disk diffusion (oxacillin disk); D-test for inducible resistance,,,,,mm,,,
Garoy2021-Eritrea-AsmaraHospitals-2017-01,amr_prevalence,amr_prevalence,10,10,Eritrea,tertiary,hospital,,isolates,,2017,2017,Escherichia coli,ampicillin,critically_important,disk_diffusion,CLSI,CLSI 2017 (M100-S25),wound_swab,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,10.0,,,,,,,,,,,,mm,,,
Garoy2021-Eritrea-AsmaraHospitals-2017-01,amr_prevalence,amr_prevalence,9,10,Eritrea,tertiary,hospital,,isolates,,2017,2017,Escherichia coli,trimethoprim-sulfamethoxazole,critically_important,disk_diffusion,CLSI,CLSI 2017 (M100-S25),wound_swab,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,10.0,,,,,,,,,,,,mm,,,
Garoy2021-Eritrea-AsmaraHospitals-2017-01,amr_prevalence,amr_prevalence,7,10,Eritrea,tertiary,hospital,,isolates,,2017,2017,Escherichia coli,gentamicin,critically_important,disk_diffusion,CLSI,CLSI 2017 (M100-S25),wound_swab,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,10.0,,,,,,,,,,,,mm,,,
Garoy2021-Eritrea-AsmaraHospitals-2017-01,amr_prevalence,amr_prevalence,9,10,Eritrea,tertiary,hospital,,isolates,,2017,2017,Escherichia coli,ceftazidime,critically_important,disk_diffusion,CLSI,CLSI 2017 (M100-S25),wound_swab,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,10.0,,,,,,,,,,,,mm,,,
Garoy2021-Eritrea-AsmaraHospitals-2017-01,amr_prevalence,amr_prevalence,8,10,Eritrea,tertiary,hospital,,isolates,,2017,2017,Escherichia coli,ceftriaxone,critically_important,disk_diffusion,CLSI,CLSI 2017 (M100-S25),wound_swab,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,10.0,,,,,,,,,,,,mm,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,amr_prevalence,amr_prevalence,34,43,Tanzania,tertiary,hospital,,isolates,,2013,2013,Staphylococcus aureus,oxacillin,highly_important,disk_diffusion,EUCAST,2013/2014,wound_swab,,,,,,,,,oxacillin disc diffusion,,,,,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,amr_prevalence,amr_prevalence,3,14,Tanzania,tertiary,hospital,,isolates,,2015,2015,Staphylococcus aureus,oxacillin,highly_important,disk_diffusion,EUCAST,2013/2014,wound_swab,,,,,,,,,oxacillin disc diffusion,,,,,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,amr_prevalence,amr_prevalence,4,4,Tanzania,tertiary,hospital,,isolates,,2013,2013,Klebsiella spp.,multiple_classes,,disk_diffusion,EUCAST,2013/2014,wound_swab,"Resistances to amoxicillin/clavulanate, ceftriaxone (or ceftazidime), and/or gentamycin, and/or ciprofloxacin.",4.0,,,,,,,,,,,,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,amr_prevalence,amr_prevalence,3,7,Tanzania,tertiary,hospital,,isolates,,2015,2015,Klebsiella spp.,multiple_classes,,disk_diffusion,EUCAST,2013/2014,wound_swab,"Resistances to amoxicillin/clavulanate, ceftriaxone (or ceftazidime), and/or gentamycin, and/or ciprofloxacin.",3.0,,,,,,,,,,,,,,,
Hamudu2025-Tanzania-BMC_SRHH-2024-01,amr_prevalence,amr_prevalence,10,11,Tanzania,tertiary,hospital,,isolates,,2024,2024,Escherichia coli,ampicillin,critically_important,disk_diffusion,CLSI,,wound_swab,Multi drug resistance phenotype reported.,,,,,,,,,,,,,mm,,,
Hamudu2025-Tanzania-BMC_SRHH-2024-01,amr_prevalence,amr_prevalence,4,7,Tanzania,tertiary,hospital,,isolates,,2024,2024,Staphylococcus aureus,ceftriaxone,critically_important,disk_diffusion,CLSI,,wound_swab,Multi drug resistance phenotype reported.,,,,,,,,,,,,,mm,,,
Hamudu2025-Tanzania-BMC_SRHH-2024-01,amr_prevalence,amr_prevalence,1,4,Tanzania,tertiary,hospital,,isolates,,2024,2024,Pseudomonas aeruginosa,ceftazidime,critically_important,disk_diffusion,CLSI,,wound_swab,Multi drug resistance phenotype reported.,,,,,,,,,,,,,mm,,,
Hamudu2025-Tanzania-BMC_SRHH-2024-01,amr_prevalence,amr_prevalence,1,3,Tanzania,tertiary,hospital,,isolates,,2024,2024,Enterococcus faecalis,ampicillin,important,disk_diffusion,CLSI,,wound_swab,Multi drug resistance phenotype reported.,,,,,,,,,,,,,mm,,,
Hope2019-Uganda-Mbarara-2015-01,amr_prevalence,amr_prevalence,20,20,Uganda,tertiary,hospital,,isolates,,2015,2015,Staphylococcus aureus,ampicillin,important,disk_diffusion,CLSI,CLSI 2012,wound_swab,Resistance to three or more antibiotics tested.,18.0,,,,,,,Oxacillin disk diffusion,,,,,mm,,,
Hope2019-Uganda-Mbarara-2015-01,amr_prevalence,amr_prevalence,20,20,Uganda,tertiary,hospital,,isolates,,2015,2015,Staphylococcus aureus,oxacillin,important,disk_diffusion,CLSI,CLSI 2012,wound_swab,Resistance to three or more antibiotics tested.,18.0,,,,,,,Oxacillin disk diffusion,,,,,mm,,,
Hope2019-Uganda-Mbarara-2015-01,amr_prevalence,amr_prevalence,27,27,Uganda,tertiary,hospital,,isolates,,2015,2015,Klebsiella spp.,ampicillin,important,disk_diffusion,CLSI,CLSI 2012,wound_swab,Resistance to three or more antibiotics tested.,27.0,,,,,,,,,,,,mm,,,
Hope2019-Uganda-Mbarara-2015-01,amr_prevalence,amr_prevalence,23,27,Uganda,tertiary,hospital,,isolates,,2015,2015,Klebsiella spp.,ceftriaxone,critically_important,disk_diffusion,CLSI,CLSI 2012,wound_swab,Resistance to three or more antibiotics tested.,27.0,,,,,,,,,,,,mm,,,
Hope2019-Uganda-Mbarara-2015-01,amr_prevalence,amr_prevalence,9,9,Uganda,tertiary,hospital,,isolates,,2015,2015,Escherichia coli,ampicillin,important,disk_diffusion,CLSI,CLSI 2012,wound_swab,Resistance to three or more antibiotics tested.,9.0,,,,,,,,,,,,mm,,,
Hope2019-Uganda-Mbarara-2015-01,amr_prevalence,amr_prevalence,9,9,Uganda,tertiary,hospital,,isolates,,2015,2015,Escherichia coli,ceftriaxone,critically_important,disk_diffusion,CLSI,CLSI 2012,wound_swab,Resistance to three or more antibiotics tested.,9.0,,,,,,,,,,,,mm,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,amr_prevalence,58,74,Democratic Republic of Congo,tertiary,hospital,,isolates,,2013,2013,Staphylococcus aureus,ampicillin,important,disk_diffusion,CLSI,CLSI 2011,wound_swab,Multidrug resistance was observed in MRSA and MR-CNS strains.,,,,,,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,,,,mm,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,amr_prevalence,9,74,Democratic Republic of Congo,tertiary,hospital,,isolates,,2013,2013,Staphylococcus aureus,amoxicillin-clavulanate,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,Multidrug resistance was observed in MRSA and MR-CNS strains.,,,,,,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,,,,mm,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,amr_prevalence,37,74,Democratic Republic of Congo,tertiary,hospital,,isolates,,2013,2013,Staphylococcus aureus,ceftazidime,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,Multidrug resistance was observed in MRSA and MR-CNS strains.,,,,,,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,,,,mm,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,amr_prevalence,30,74,Democratic Republic of Congo,tertiary,hospital,,isolates,,2013,2013,Staphylococcus aureus,cefotaxime,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,Multidrug resistance was observed in MRSA and MR-CNS strains.,,,,,,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,,,,mm,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,amr_prevalence,50,74,Democratic Republic of Congo,tertiary,hospital,,isolates,,2013,2013,Staphylococcus aureus,ciprofloxacin,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,Multidrug resistance was observed in MRSA and MR-CNS strains.,,,,,,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,,,,mm,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,amr_prevalence,52,74,Democratic Republic of Congo,tertiary,hospital,,isolates,,2013,2013,Staphylococcus aureus,clindamycin,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,Multidrug resistance was observed in MRSA and MR-CNS strains.,,,,,,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,,,,mm,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,amr_prevalence,54,74,Democratic Republic of Congo,tertiary,hospital,,isolates,,2013,2013,Staphylococcus aureus,cotrimoxazole,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,Multidrug resistance was observed in MRSA and MR-CNS strains.,,,,,,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,,,,mm,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,amr_prevalence,51,74,Democratic Republic of Congo,tertiary,hospital,,isolates,,2013,2013,Staphylococcus aureus,erythromycin,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,Multidrug resistance was observed in MRSA and MR-CNS strains.,,,,,,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,,,,mm,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,amr_prevalence,0,74,Democratic Republic of Congo,tertiary,hospital,,isolates,,2013,2013,Staphylococcus aureus,imipenem,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,Multidrug resistance was observed in MRSA and MR-CNS strains.,,,,,,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,,,,mm,,,
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,amr_prevalence,11,74,Democratic Republic of Congo,tertiary,hospital,,isolates,,2013,2013,Staphylococcus aureus,vancomycin,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,Multidrug resistance was observed in MRSA and MR-CNS strains.,,,,,,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,,,,mm,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,1,1,Malawi,tertiary,hospital,,isolates,,2023,2023,Acinetobacter baumannii,ceftriaxone,critically_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,1,1,Malawi,tertiary,hospital,,isolates,,2023,2023,Acinetobacter baumannii,ciprofloxacin,critically_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,0,1,Malawi,tertiary,hospital,,isolates,,2023,2023,Acinetobacter baumannii,gentamicin,highly_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,1,1,Malawi,tertiary,hospital,,isolates,,2023,2023,Acinetobacter baumannii,cefotaxime,critically_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,1,1,Malawi,tertiary,hospital,,isolates,,2023,2023,Acinetobacter baumannii,tigecycline,highly_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,1,1,Malawi,tertiary,hospital,,isolates,,2023,2023,Enterobacteriaceae,chloramphenicol,highly_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,0,1,Malawi,tertiary,hospital,,isolates,,2023,2023,Enterobacteriaceae,ciprofloxacin,critically_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,1,1,Malawi,tertiary,hospital,,isolates,,2023,2023,Enterobacteriaceae,co-trimoxazole,highly_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,0,1,Malawi,tertiary,hospital,,isolates,,2023,2023,Enterobacteriaceae,gentamicin,highly_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,0,1,Malawi,tertiary,hospital,,isolates,,2023,2023,Enterobacteriaceae,meropenem,critically_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,0,1,Malawi,tertiary,hospital,,isolates,,2023,2023,Enterobacteriaceae,amikacin,highly_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,0,1,Malawi,tertiary,hospital,,isolates,,2023,2023,Enterobacteriaceae,tigecycline,highly_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,3,3,Malawi,tertiary,hospital,,isolates,,2023,2023,Staphylococcus aureus,clindamycin,highly_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,3,3,Malawi,tertiary,hospital,,isolates,,2023,2023,Staphylococcus aureus,erythromycin,highly_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,3,3,Malawi,tertiary,hospital,,isolates,,2023,2023,Staphylococcus aureus,gentamicin,highly_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,,,,,,,,,
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,amr_prevalence,3,3,Malawi,tertiary,hospital,,isolates,,2023,2023,Staphylococcus aureus,cefoxitin,highly_important,disk_diffusion,unspecified,,wound_swab,,,,,,,,,Cefoxitin screen suggests MRSA.,,,,,,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,amr_prevalence,0,48,Cameroon,mixed,hospital,,isolates,,2010,2011,Staphylococcus aureus,ofloxacin,critically_important,disk_diffusion,CLSI,CLSI 2009,wound_swab,Resistance to at least two drugs (excluding oxacillin),,,,,,,,,,,,,mm,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,amr_prevalence,48,48,Cameroon,mixed,hospital,,isolates,,2010,2011,Staphylococcus aureus,oxacillin,critically_important,disk_diffusion,CLSI,CLSI 2009,wound_swab,Resistance to at least two drugs (excluding oxacillin),,,,,,,,,,,,,mm,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,amr_prevalence,6,48,Cameroon,mixed,hospital,,isolates,,2010,2011,Staphylococcus aureus,gentamicin,critically_important,disk_diffusion,CLSI,CLSI 2009,wound_swab,Resistance to at least two drugs (excluding oxacillin),,,,,,,,,,,,,mm,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,amr_prevalence,0,39,Cameroon,mixed,hospital,,isolates,,2010,2011,Pseudomonas aeruginosa,ofloxacin,critically_important,disk_diffusion,CLSI,CLSI 2009,wound_swab,Resistance to at least two drugs (excluding oxacillin),,,,,,,,,,,,,mm,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,amr_prevalence,10,39,Cameroon,mixed,hospital,,isolates,,2010,2011,Pseudomonas aeruginosa,gentamicin,critically_important,disk_diffusion,CLSI,CLSI 2009,wound_swab,Resistance to at least two drugs (excluding oxacillin),,,,,,,,,,,,,mm,,,
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,amr_prevalence,0,22,Cameroon,mixed,hospital,,isolates,,2010,2011,Klebsiella pneumoniae,ofloxacin,critically_important,disk_diffusion,CLSI,CLSI 2009,wound_swab,Resistance to at least two drugs (excluding oxacillin),,,,,,,,,,,,,mm,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,amr_prevalence,21,28,Tanzania,tertiary,hospital,,isolates,,2013,2015,Proteus spp.,ampicillin,important,disk_diffusion,CLSI,CLSI 2013,wound_swab,,,,,,,,,,,,,,mm,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,amr_prevalence,23,28,Tanzania,tertiary,hospital,,isolates,,2013,2015,Proteus spp.,cefazolin,important,disk_diffusion,CLSI,CLSI 2013,wound_swab,,,,,,,,,,,,,,mm,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,amr_prevalence,24,26,Tanzania,tertiary,hospital,,isolates,,2013,2015,Klebsiella spp.,ampicillin,important,disk_diffusion,CLSI,CLSI 2013,wound_swab,,,,,,,,,,,,,,mm,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,amr_prevalence,13,19,Tanzania,tertiary,hospital,,isolates,,2013,2015,Escherichia coli,ampicillin,important,disk_diffusion,CLSI,CLSI 2013,wound_swab,,,,,,,,,,,,,,mm,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,amr_prevalence,22,22,Tanzania,tertiary,hospital,,isolates,,2013,2015,Staphylococcus aureus,penicillin,important,disk_diffusion,CLSI,CLSI 2013,wound_swab,,,,,,,,,Cefoxitin disk diffusion,,,,,mm,,,
Kumburu2017-Tanzania-KCMC-2013-2015-01,amr_prevalence,amr_prevalence,6,22,Tanzania,tertiary,hospital,,isolates,,2013,2015,Staphylococcus aureus,cefoxitin,important,disk_diffusion,CLSI,CLSI 2013,wound_swab,,,,,,,,,Cefoxitin disk diffusion,,,,,mm,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,amr_prevalence,43,45,Uganda,tertiary,hospital,,isolates,,2021,2022,Escherichia coli,ceftriaxone,critically_important,disk_diffusion,CLSI,CLSI 2020,wound_swab,,,,disk diffusion (cephalosporin/clavulanic acid combination),,,,,,,,,,mm,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,amr_prevalence,22,40,Uganda,tertiary,hospital,,isolates,,2021,2022,Escherichia coli,gentamicin,critically_important,disk_diffusion,CLSI,CLSI 2020,wound_swab,,,,disk diffusion (cephalosporin/clavulanic acid combination),,,,,,,,,,mm,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,amr_prevalence,32,39,Uganda,tertiary,hospital,,isolates,,2021,2022,Acinetobacter spp.,gentamicin,critically_important,disk_diffusion,CLSI,CLSI 2020,wound_swab,,,,,,,,,,,,,,mm,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,amr_prevalence,30,32,Uganda,tertiary,hospital,,isolates,,2021,2022,Klebsiella spp.,ceftriaxone,critically_important,disk_diffusion,CLSI,CLSI 2020,wound_swab,,,,,,,,,,,,,,mm,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,amr_prevalence,11,24,Uganda,tertiary,hospital,,isolates,,2021,2022,Pseudomonas aeruginosa,gentamicin,critically_important,disk_diffusion,CLSI,CLSI 2020,wound_swab,,,,,,,,,,,,,,mm,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,amr_prevalence,17,20,Uganda,tertiary,hospital,,isolates,,2021,2022,Enterococcus spp.,vancomycin,critically_important,disk_diffusion,CLSI,CLSI 2020,wound_swab,,,,,,,,,,,,,,mm,,,
Jung2023-Uganda-Mulago-2021Q4_2022Q1-01,amr_prevalence,amr_prevalence,4,19,Uganda,tertiary,hospital,,isolates,,2021,2022,Staphylococcus aureus,methicillin,critically_important,disk_diffusion,CLSI,CLSI 2020,wound_swab,,,,,,,,,,,,,,mm,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,amr_prevalence,13,13,Tanzania,tertiary,hospital,,isolates,,2011,2012,Escherichia coli,ampicillin,critically_important,disk_diffusion,CLSI,CLSI 2010,wound_swab,MDR defined as acquired non-susceptibility to at least one agent in three or more antimicrobial categories.,13.0,,Double disc approximation method,12.0,,,,,,,,,mm,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,amr_prevalence,12,13,Tanzania,tertiary,hospital,,isolates,,2011,2012,Escherichia coli,amoxicillin-clavulanate,critically_important,disk_diffusion,CLSI,CLSI 2010,wound_swab,MDR defined as acquired non-susceptibility to at least one agent in three or more antimicrobial categories.,13.0,,Double disc approximation method,12.0,,,,,,,,,mm,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,amr_prevalence,12,13,Tanzania,tertiary,hospital,,isolates,,2011,2012,Escherichia coli,ceftriaxone,critically_important,disk_diffusion,CLSI,CLSI 2010,wound_swab,MDR defined as acquired non-susceptibility to at least one agent in three or more antimicrobial categories.,13.0,,Double disc approximation method,12.0,,,,,,,,,mm,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,amr_prevalence,15,18,Tanzania,tertiary,hospital,,isolates,,2011,2012,Staphylococcus aureus,penicillin,critically_important,disk_diffusion,CLSI,CLSI 2010,wound_swab,MDR defined as acquired non-susceptibility to at least one agent in three or more antimicrobial categories.,8.0,,,,,,,Cefoxitin disc diffusion (zone ≤21 mm),,,,,mm,,,
Manyahi2014-Tanzania-Muhimbili-2011-2012-1,amr_prevalence,amr_prevalence,16,16,Tanzania,tertiary,hospital,,isolates,,2011,2012,Klebsiella pneumoniae,ampicillin,critically_important,disk_diffusion,CLSI,CLSI 2010,wound_swab,MDR defined as acquired non-susceptibility to at least one agent in three or more antimicrobial categories.,14.0,,Double disc approximation method,11.0,,,,,,,,,mm,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,amr_prevalence,4,40,Ethiopia,tertiary,hospital,,isolates,,2012,2012,Staphylococcus aureus,gentamicin,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,,,,,,,,,,,,,,mm,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,amr_prevalence,0,40,Ethiopia,tertiary,hospital,,isolates,,2012,2012,Staphylococcus aureus,vancomycin,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,,,,,,,,,,,,,,mm,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,amr_prevalence,8,29,Ethiopia,tertiary,hospital,,isolates,,2012,2012,Klebsiella spp.,gentamicin,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,,,,,,,,,,,,,,mm,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,amr_prevalence,0,11,Ethiopia,tertiary,hospital,,isolates,,2012,2012,Pseudomonas aeruginosa,gentamicin,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,,,,,,,,,,,,,,mm,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,amr_prevalence,0,18,Ethiopia,tertiary,hospital,,isolates,,2012,2012,Coagulase-negative staphylococci,vancomycin,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,,,,,,,,,,,,,,mm,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,amr_prevalence,11,65,Ethiopia,tertiary,hospital,,isolates,,2012,2012,Gram-negative bacteria (aggregate),gentamicin,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,,,,,,,,,,,,,,mm,,,
Mengesha2014-Ethiopia-Ayder-2012-1,amr_prevalence,amr_prevalence,0,58,Ethiopia,tertiary,hospital,,isolates,,2012,2012,Gram-positive bacteria (aggregate),vancomycin,critically_important,disk_diffusion,CLSI,CLSI 2011,wound_swab,,,,,,,,,,,,,,mm,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,amr_prevalence,3,5,Ethiopia,tertiary,hospital,,isolates,,2019,2019,Staphylococcus aureus,penicillin,important,disk_diffusion,CLSI,CLSI 2018,wound_swab,Multi-drug resistance (MDR) to commonly used antibiotics was identified.,,,,,,,,,,,,,mm,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,amr_prevalence,4,5,Ethiopia,tertiary,hospital,,isolates,,2019,2019,Staphylococcus aureus,erythromycin,important,disk_diffusion,CLSI,CLSI 2018,wound_swab,Multi-drug resistance (MDR) to commonly used antibiotics was identified.,,,,,,,,,,,,,mm,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,amr_prevalence,4,5,Ethiopia,tertiary,hospital,,isolates,,2019,2019,Staphylococcus aureus,clindamycin,important,disk_diffusion,CLSI,CLSI 2018,wound_swab,Multi-drug resistance (MDR) to commonly used antibiotics was identified.,,,,,,,,,,,,,mm,,,
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,amr_prevalence,amr_prevalence,0,9,Ethiopia,tertiary,hospital,,isolates,,2019,2019,Escherichia coli,meropenem,critically_important,disk_diffusion,CLSI,CLSI 2018,wound_swab,Multi-drug resistance (MDR) to commonly used antibiotics was identified.,,,,,,,,,,,,,mm,,,
