study_id,theme,subtheme,summary,quote,quote_page,quote_section,location_context,confidence,events,total,pct,ci95_low,ci95_high
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,overall_incidence,"SSI incidence 13/15 (86.67%) in Cameroon, general, 2010-2011",,,,,,13.0,15.0,86.67,62.12,96.26
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,specialty_specific,"SSI incidence 13/15 (86.67%) in Cameroon, general, 2010-2011",,,,,,13.0,15.0,86.67,62.12,96.26
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,geographic_variation,"SSI incidence 13/15 (86.67%) in Cameroon, general, 2010-2011",,,,,,13.0,15.0,86.67,62.12,96.26
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,temporal_trends,"SSI incidence 13/15 (86.67%) in Cameroon, general, 2010-2011",,,,,,13.0,15.0,86.67,62.12,96.26
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,overall_incidence,"SSI incidence 23/29 (79.31%) in Cameroon, general, 2010-2011",,,,,,23.0,29.0,79.31,61.61,90.15
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,specialty_specific,"SSI incidence 23/29 (79.31%) in Cameroon, general, 2010-2011",,,,,,23.0,29.0,79.31,61.61,90.15
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,geographic_variation,"SSI incidence 23/29 (79.31%) in Cameroon, general, 2010-2011",,,,,,23.0,29.0,79.31,61.61,90.15
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,temporal_trends,"SSI incidence 23/29 (79.31%) in Cameroon, general, 2010-2011",,,,,,23.0,29.0,79.31,61.61,90.15
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,overall_incidence,"SSI incidence 130/165 (78.79%) in Cameroon, general, 2010-2011",,,,,,130.0,165.0,78.79,71.93,84.33
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,specialty_specific,"SSI incidence 130/165 (78.79%) in Cameroon, general, 2010-2011",,,,,,130.0,165.0,78.79,71.93,84.33
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,geographic_variation,"SSI incidence 130/165 (78.79%) in Cameroon, general, 2010-2011",,,,,,130.0,165.0,78.79,71.93,84.33
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,temporal_trends,"SSI incidence 130/165 (78.79%) in Cameroon, general, 2010-2011",,,,,,130.0,165.0,78.79,71.93,84.33
Mengesha2014-Ethiopia-Ayder-2012-1,burden_incidence,overall_incidence,"SSI incidence 96/128 (75.0%) in Ethiopia, general, 2012-2012",,,,,,96.0,128.0,75.0,66.84,81.7
Mengesha2014-Ethiopia-Ayder-2012-1,burden_incidence,specialty_specific,"SSI incidence 96/128 (75.0%) in Ethiopia, general, 2012-2012",,,,,,96.0,128.0,75.0,66.84,81.7
Mengesha2014-Ethiopia-Ayder-2012-1,burden_incidence,geographic_variation,"SSI incidence 96/128 (75.0%) in Ethiopia, general, 2012-2012",,,,,,96.0,128.0,75.0,66.84,81.7
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,burden_incidence,overall_incidence,"SSI incidence 53/251 (21.12%) in Ethiopia, general, 2019-2019",,,,,,53.0,251.0,21.12,16.52,26.58
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,burden_incidence,specialty_specific,"SSI incidence 53/251 (21.12%) in Ethiopia, general, 2019-2019",,,,,,53.0,251.0,21.12,16.52,26.58
Misha2021-Ethiopia-JimmaMedicalCenter-2019-01,burden_incidence,geographic_variation,"SSI incidence 53/251 (21.12%) in Ethiopia, general, 2019-2019",,,,,,53.0,251.0,21.12,16.52,26.58
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,overall_incidence,"SSI incidence 34/294 (11.56%) in Rwanda, general, 2017-2018",,,,,,34.0,294.0,11.56,8.39,15.73
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,specialty_specific,"SSI incidence 34/294 (11.56%) in Rwanda, general, 2017-2018",,,,,,34.0,294.0,11.56,8.39,15.73
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,geographic_variation,"SSI incidence 34/294 (11.56%) in Rwanda, general, 2017-2018",,,,,,34.0,294.0,11.56,8.39,15.73
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,temporal_trends,"SSI incidence 34/294 (11.56%) in Rwanda, general, 2017-2018",,,,,,34.0,294.0,11.56,8.39,15.73
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,overall_incidence,"SSI incidence 26/217 (11.98%) in Rwanda, orthopedics, 2017-2018",,,,,,26.0,217.0,11.98,8.31,16.98
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,specialty_specific,"SSI incidence 26/217 (11.98%) in Rwanda, orthopedics, 2017-2018",,,,,,26.0,217.0,11.98,8.31,16.98
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,geographic_variation,"SSI incidence 26/217 (11.98%) in Rwanda, orthopedics, 2017-2018",,,,,,26.0,217.0,11.98,8.31,16.98
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,temporal_trends,"SSI incidence 26/217 (11.98%) in Rwanda, orthopedics, 2017-2018",,,,,,26.0,217.0,11.98,8.31,16.98
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,overall_incidence,"SSI incidence 8/66 (12.12%) in Rwanda, general, 2017-2018",,,,,,8.0,66.0,12.12,6.27,22.14
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,specialty_specific,"SSI incidence 8/66 (12.12%) in Rwanda, general, 2017-2018",,,,,,8.0,66.0,12.12,6.27,22.14
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,geographic_variation,"SSI incidence 8/66 (12.12%) in Rwanda, general, 2017-2018",,,,,,8.0,66.0,12.12,6.27,22.14
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,temporal_trends,"SSI incidence 8/66 (12.12%) in Rwanda, general, 2017-2018",,,,,,8.0,66.0,12.12,6.27,22.14
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,overall_incidence,"SSI incidence 0/11 (0.0%) in Rwanda, urology, 2017-2018",,,,,,0.0,11.0,0.0,0.0,25.88
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,specialty_specific,"SSI incidence 0/11 (0.0%) in Rwanda, urology, 2017-2018",,,,,,0.0,11.0,0.0,0.0,25.88
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,geographic_variation,"SSI incidence 0/11 (0.0%) in Rwanda, urology, 2017-2018",,,,,,0.0,11.0,0.0,0.0,25.88
Mukagendaneza2019-Rwanda-KigaliCHUK-2017_2018-01,burden_incidence,temporal_trends,"SSI incidence 0/11 (0.0%) in Rwanda, urology, 2017-2018",,,,,,0.0,11.0,0.0,0.0,25.88
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,overall_incidence,"SSI incidence 225/467 (48.18%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,225.0,467.0,48.18,43.68,52.71
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,specialty_specific,"SSI incidence 225/467 (48.18%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,225.0,467.0,48.18,43.68,52.71
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,geographic_variation,"SSI incidence 225/467 (48.18%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,225.0,467.0,48.18,43.68,52.71
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,overall_incidence,"SSI incidence 138/467 (29.55%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,138.0,467.0,29.55,25.59,33.84
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,specialty_specific,"SSI incidence 138/467 (29.55%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,138.0,467.0,29.55,25.59,33.84
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,geographic_variation,"SSI incidence 138/467 (29.55%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,138.0,467.0,29.55,25.59,33.84
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,overall_incidence,"SSI incidence 69/467 (14.78%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,69.0,467.0,14.78,11.84,18.28
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,specialty_specific,"SSI incidence 69/467 (14.78%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,69.0,467.0,14.78,11.84,18.28
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,geographic_variation,"SSI incidence 69/467 (14.78%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,69.0,467.0,14.78,11.84,18.28
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,overall_incidence,"SSI incidence 5/467 (1.07%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,5.0,467.0,1.07,0.46,2.48
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,specialty_specific,"SSI incidence 5/467 (1.07%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,5.0,467.0,1.07,0.46,2.48
DeNardo2016-Tanzania-Dodoma-2013-1,burden_incidence,geographic_variation,"SSI incidence 5/467 (1.07%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,,5.0,467.0,1.07,0.46,2.48
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,overall_incidence,"SSI incidence 8/147 (5.44%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,,8.0,147.0,5.44,2.78,10.37
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,specialty_specific,"SSI incidence 8/147 (5.44%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,,8.0,147.0,5.44,2.78,10.37
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,geographic_variation,"SSI incidence 8/147 (5.44%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,,8.0,147.0,5.44,2.78,10.37
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,temporal_trends,"SSI incidence 8/147 (5.44%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,,8.0,147.0,5.44,2.78,10.37
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,overall_incidence,"SSI incidence 4/154 (2.6%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,,4.0,154.0,2.6,1.01,6.49
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,specialty_specific,"SSI incidence 4/154 (2.6%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,,4.0,154.0,2.6,1.01,6.49
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,geographic_variation,"SSI incidence 4/154 (2.6%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,,4.0,154.0,2.6,1.01,6.49
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,temporal_trends,"SSI incidence 4/154 (2.6%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,,4.0,154.0,2.6,1.01,6.49
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,overall_incidence,"SSI incidence 12/301 (3.99%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,,12.0,301.0,3.99,2.3,6.84
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,specialty_specific,"SSI incidence 12/301 (3.99%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,,12.0,301.0,3.99,2.3,6.84
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,geographic_variation,"SSI incidence 12/301 (3.99%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,,12.0,301.0,3.99,2.3,6.84
Ntirushwa2021-Rwanda-RuhengeriHospital-2015-2016-01,burden_incidence,temporal_trends,"SSI incidence 12/301 (3.99%) in Rwanda, obstetrics/gynecology, 2015-2016",,,,,,12.0,301.0,3.99,2.3,6.84
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,overall_incidence,"SSI incidence 20/2925 (0.68%) in Gabon, general, 2009-2009",,,,,,20.0,2925.0,0.68,0.44,1.05
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,specialty_specific,"SSI incidence 20/2925 (0.68%) in Gabon, general, 2009-2009",,,,,,20.0,2925.0,0.68,0.44,1.05
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,geographic_variation,"SSI incidence 20/2925 (0.68%) in Gabon, general, 2009-2009",,,,,,20.0,2925.0,0.68,0.44,1.05
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,overall_incidence,"SSI incidence 20/1059 (1.89%) in Gabon, general, 2009-2009",,,,,,20.0,1059.0,1.89,1.23,2.9
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,specialty_specific,"SSI incidence 20/1059 (1.89%) in Gabon, general, 2009-2009",,,,,,20.0,1059.0,1.89,1.23,2.9
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,geographic_variation,"SSI incidence 20/1059 (1.89%) in Gabon, general, 2009-2009",,,,,,20.0,1059.0,1.89,1.23,2.9
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,overall_incidence,"SSI incidence 3/26 (11.54%) in Gabon, obstetrics/gynecology, 2009-2009",,,,,,3.0,26.0,11.54,4.0,28.98
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,specialty_specific,"SSI incidence 3/26 (11.54%) in Gabon, obstetrics/gynecology, 2009-2009",,,,,,3.0,26.0,11.54,4.0,28.98
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,geographic_variation,"SSI incidence 3/26 (11.54%) in Gabon, obstetrics/gynecology, 2009-2009",,,,,,3.0,26.0,11.54,4.0,28.98
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,overall_incidence,"SSI incidence 5/80 (6.25%) in Gabon, obstetrics/gynecology, 2009-2009",,,,,,5.0,80.0,6.25,2.7,13.81
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,specialty_specific,"SSI incidence 5/80 (6.25%) in Gabon, obstetrics/gynecology, 2009-2009",,,,,,5.0,80.0,6.25,2.7,13.81
Scherbaum2014-Gabon-Lambarene-2009-01,burden_incidence,geographic_variation,"SSI incidence 5/80 (6.25%) in Gabon, obstetrics/gynecology, 2009-2009",,,,,,5.0,80.0,6.25,2.7,13.81
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,burden_incidence,overall_incidence,"SSI incidence 45/795 (5.66%) in Rwanda, obstetrics/gynecology, 2019-2020",,,,,,45.0,795.0,5.66,4.26,7.49
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,burden_incidence,specialty_specific,"SSI incidence 45/795 (5.66%) in Rwanda, obstetrics/gynecology, 2019-2020",,,,,,45.0,795.0,5.66,4.26,7.49
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,burden_incidence,geographic_variation,"SSI incidence 45/795 (5.66%) in Rwanda, obstetrics/gynecology, 2019-2020",,,,,,45.0,795.0,5.66,4.26,7.49
Velin2021-Rwanda-KireheDistrictHospital-2019_2020-01,burden_incidence,temporal_trends,"SSI incidence 45/795 (5.66%) in Rwanda, obstetrics/gynecology, 2019-2020",,,,,,45.0,795.0,5.66,4.26,7.49
Wekesa2020-Uganda-MulagoHospital-201711201804-01,burden_incidence,overall_incidence,"SSI incidence 109/109 (100.0%) in Uganda, obstetrics/gynecology, 2017-2018",,,,,,109.0,109.0,100.0,96.6,100.0
Wekesa2020-Uganda-MulagoHospital-201711201804-01,burden_incidence,specialty_specific,"SSI incidence 109/109 (100.0%) in Uganda, obstetrics/gynecology, 2017-2018",,,,,,109.0,109.0,100.0,96.6,100.0
Wekesa2020-Uganda-MulagoHospital-201711201804-01,burden_incidence,geographic_variation,"SSI incidence 109/109 (100.0%) in Uganda, obstetrics/gynecology, 2017-2018",,,,,,109.0,109.0,100.0,96.6,100.0
Wekesa2020-Uganda-MulagoHospital-201711201804-01,burden_incidence,temporal_trends,"SSI incidence 109/109 (100.0%) in Uganda, obstetrics/gynecology, 2017-2018",,,,,,109.0,109.0,100.0,96.6,100.0
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,overall_incidence,"SSI incidence 752/752 (100.0%) in Ethiopia, general, 2020-2021",,,,,,752.0,752.0,100.0,99.49,100.0
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,specialty_specific,"SSI incidence 752/752 (100.0%) in Ethiopia, general, 2020-2021",,,,,,752.0,752.0,100.0,99.49,100.0
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,geographic_variation,"SSI incidence 752/752 (100.0%) in Ethiopia, general, 2020-2021",,,,,,752.0,752.0,100.0,99.49,100.0
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,temporal_trends,"SSI incidence 752/752 (100.0%) in Ethiopia, general, 2020-2021",,,,,,752.0,752.0,100.0,99.49,100.0
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,overall_incidence,"SSI incidence 493/752 (65.56%) in Ethiopia, general, 2020-2021",,,,,,493.0,752.0,65.56,62.09,68.87
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,specialty_specific,"SSI incidence 493/752 (65.56%) in Ethiopia, general, 2020-2021",,,,,,493.0,752.0,65.56,62.09,68.87
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,geographic_variation,"SSI incidence 493/752 (65.56%) in Ethiopia, general, 2020-2021",,,,,,493.0,752.0,65.56,62.09,68.87
Worku2023-Ethiopia-Multicentre-2020-2021-1,burden_incidence,temporal_trends,"SSI incidence 493/752 (65.56%) in Ethiopia, general, 2020-2021",,,,,,493.0,752.0,65.56,62.09,68.87
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ampicillin: 12/12 (100.0%),,,,,,12.0,12.0,100.0,75.75,100.0
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ampicillin: 12/12 (100.0%),,,,,,12.0,12.0,100.0,75.75,100.0
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / ampicillin: 12/12 (100.0%),,,,,,12.0,12.0,100.0,75.75,100.0
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ampicillin: 12/12 (100.0%),,,,,,12.0,12.0,100.0,75.75,100.0
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ampicillin: 7/8 (87.5%),,,,,,7.0,8.0,87.5,52.91,97.76
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ampicillin: 7/8 (87.5%),,,,,,7.0,8.0,87.5,52.91,97.76
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Staphylococcus aureus / ampicillin: 7/8 (87.5%),,,,,,7.0,8.0,87.5,52.91,97.76
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ampicillin: 7/8 (87.5%),,,,,,7.0,8.0,87.5,52.91,97.76
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 11/12 (91.67%),,,,,,11.0,12.0,91.67,64.61,98.51
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 11/12 (91.67%),,,,,,11.0,12.0,91.67,64.61,98.51
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 11/12 (91.67%),,,,,,11.0,12.0,91.67,64.61,98.51
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 11/12 (91.67%),,,,,,11.0,12.0,91.67,64.61,98.51
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / cefoxitin: 3/8 (37.5%),,,,,,3.0,8.0,37.5,13.68,69.43
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / cefoxitin: 3/8 (37.5%),,,,,,3.0,8.0,37.5,13.68,69.43
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Staphylococcus aureus / cefoxitin: 3/8 (37.5%),,,,,,3.0,8.0,37.5,13.68,69.43
Abayneh2022-Ethiopia-MizanTepi-2021-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / cefoxitin: 3/8 (37.5%),,,,,,3.0,8.0,37.5,13.68,69.43
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / amoxicillin: 27/31 (87.1%),,,,,,27.0,31.0,87.1,71.15,94.87
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / amoxicillin: 27/31 (87.1%),,,,,,27.0,31.0,87.1,71.15,94.87
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / amoxicillin: 27/31 (87.1%),,,,,,27.0,31.0,87.1,71.15,94.87
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ampicillin: 22/31 (70.97%),,,,,,22.0,31.0,70.97,53.41,83.9
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ampicillin: 22/31 (70.97%),,,,,,22.0,31.0,70.97,53.41,83.9
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ampicillin: 22/31 (70.97%),,,,,,22.0,31.0,70.97,53.41,83.9
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / vancomycin: 3/31 (9.68%),,,,,,3.0,31.0,9.68,3.35,24.9
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / vancomycin: 3/31 (9.68%),,,,,,3.0,31.0,9.68,3.35,24.9
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / vancomycin: 3/31 (9.68%),,,,,,3.0,31.0,9.68,3.35,24.9
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 5/31 (16.13%),,,,,,5.0,31.0,16.13,7.09,32.63
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 5/31 (16.13%),,,,,,5.0,31.0,16.13,7.09,32.63
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 5/31 (16.13%),,,,,,5.0,31.0,16.13,7.09,32.63
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Pseudomonas aeruginosa / ampicillin: 22/26 (84.62%),,,,,,22.0,26.0,84.62,66.47,93.85
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Pseudomonas aeruginosa / ampicillin: 22/26 (84.62%),,,,,,22.0,26.0,84.62,66.47,93.85
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Pseudomonas aeruginosa / ampicillin: 22/26 (84.62%),,,,,,22.0,26.0,84.62,66.47,93.85
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Pseudomonas aeruginosa / ciprofloxacin: 5/26 (19.23%),,,,,,5.0,26.0,19.23,8.51,37.88
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Pseudomonas aeruginosa / ciprofloxacin: 5/26 (19.23%),,,,,,5.0,26.0,19.23,8.51,37.88
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Pseudomonas aeruginosa / ciprofloxacin: 5/26 (19.23%),,,,,,5.0,26.0,19.23,8.51,37.88
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Pseudomonas aeruginosa / meropenem: 6/26 (23.08%),,,,,,6.0,26.0,23.08,11.03,42.05
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Pseudomonas aeruginosa / meropenem: 6/26 (23.08%),,,,,,6.0,26.0,23.08,11.03,42.05
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Pseudomonas aeruginosa / meropenem: 6/26 (23.08%),,,,,,6.0,26.0,23.08,11.03,42.05
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella spp. / ampicillin: 14/17 (82.35%),,,,,,14.0,17.0,82.35,58.97,93.81
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella spp. / ampicillin: 14/17 (82.35%),,,,,,14.0,17.0,82.35,58.97,93.81
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella spp. / ampicillin: 14/17 (82.35%),,,,,,14.0,17.0,82.35,58.97,93.81
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella spp. / meropenem: 2/17 (11.76%),,,,,,2.0,17.0,11.76,3.29,34.34
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella spp. / meropenem: 2/17 (11.76%),,,,,,2.0,17.0,11.76,3.29,34.34
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella spp. / meropenem: 2/17 (11.76%),,,,,,2.0,17.0,11.76,3.29,34.34
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella spp. / gentamicin: 2/17 (11.76%),,,,,,2.0,17.0,11.76,3.29,34.34
Abosse2021-Ethiopia-FelegeHiwot-2019-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella spp. / gentamicin: 2/17 (11.76%),,,,,,2.0,17.0,11.76,3.29,34.34
