events_x,ast_method,resistance_gene_markers,country,n_esbl_positive,esbl_test,n_carbapenemase_positive,theme,breakpoint_standard,antibiotic,year_start,ssi_type,facility_level,year_end,mic_breakpoint_s,denominator_type,who_class,breakpoint_version,mic_breakpoint_r,readmission_window_days,outcome,n_mdr,specimen_type,ascertainment_window_days,surgical_specialty,mrsa_detection_method,reoperation_definition_text,sample_size_n,setting,n_xdr,carbapenemase_test,mic_unit,carbapenemase_genes,zone_diameter_unit,study_id,mdr_definition_text,pathogen
0,disk_diffusion,,Ethiopia,,,,amr_prevalence,CLSI,ciprofloxacin,2023.0,,tertiary,2023.0,,isolates,critically_important,,,,amr_prevalence,3.0,wound_swab,,,,,6,hospital,,,,,mm,Boru2025-Ethiopia-BuleHora-2023-01,Resistance to ≥3 classes of antimicrobials,Pseudomonas aeruginosa
11,disk_diffusion,,Kenya,,,,amr_prevalence,study_defined,ceftriaxone,,,tertiary,,,isolates,critically_important,,,,amr_prevalence,,wound_swab,,,,,12,hospital,,,,,mm,Burugu2022-Kenya-KenyattaNH-2022-01,,Escherichia coli
3,disk_diffusion,,Kenya,,,,amr_prevalence,study_defined,ceftriaxone,,,tertiary,,,isolates,critically_important,,,,amr_prevalence,,wound_swab,,,,,4,hospital,,,,,mm,Burugu2022-Kenya-KenyattaNH-2022-01,,Proteus spp.
9,disk_diffusion,,Kenya,,,,amr_prevalence,study_defined,oxacillin,,,tertiary,,,isolates,critically_important,,,,amr_prevalence,,wound_swab,,,oxacillin disc,,16,hospital,,,,,mm,Burugu2022-Kenya-KenyattaNH-2022-01,,Staphylococcus aureus
3,disk_diffusion,,Kenya,,,,amr_prevalence,study_defined,vancomycin,,,tertiary,,,isolates,critically_important,,,,amr_prevalence,,wound_swab,,,,,4,hospital,,,,,mm,Burugu2022-Kenya-KenyattaNH-2022-01,,Enterococcus faecalis
6,disk_diffusion,,Kenya,,,,amr_prevalence,CLSI,ampicillin,2008.0,,tertiary,2009.0,,isolates,important,2009,,,amr_prevalence,,pus_swab,,,,,10,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Staphylococcus aureus
4,,,Kenya,,,,amr_prevalence,,doxycycline,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,10,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Staphylococcus aureus
3,,,Kenya,,,,amr_prevalence,,azithromycin,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,10,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Staphylococcus aureus
1,,,Kenya,,,,amr_prevalence,,amoxicillin-clavulanate,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,10,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Staphylococcus aureus
1,,,Kenya,,,,amr_prevalence,,cefuroxime,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,10,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Staphylococcus aureus
5,,,Kenya,,,,amr_prevalence,,ciprofloxacin,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,10,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Staphylococcus aureus
2,,,Kenya,,,,amr_prevalence,,chloramphenicol,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,10,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Staphylococcus aureus
1,,,Kenya,,,,amr_prevalence,,oxacillin,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,oxacillin_disk_diffusion,,10,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Staphylococcus aureus
0,,,Kenya,,,,amr_prevalence,,netilmicin,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,10,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Staphylococcus aureus
0,,,Kenya,,,,amr_prevalence,,vancomycin,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,10,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Staphylococcus aureus
4,,,Kenya,,,,amr_prevalence,,ampicillin,2008.0,,tertiary,2009.0,,isolates,important,,,,amr_prevalence,,,,,,,5,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Coagulase-negative staphylococci
3,,,Kenya,,,,amr_prevalence,,doxycycline,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,5,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Coagulase-negative staphylococci
3,,,Kenya,,,,amr_prevalence,,azithromycin,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,5,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Coagulase-negative staphylococci
2,,,Kenya,,,,amr_prevalence,,amoxicillin-clavulanate,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,5,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Coagulase-negative staphylococci
3,,,Kenya,,,,amr_prevalence,,cefuroxime,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,5,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Coagulase-negative staphylococci
1,,,Kenya,,,,amr_prevalence,,ciprofloxacin,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,5,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Coagulase-negative staphylococci
2,,,Kenya,,,,amr_prevalence,,chloramphenicol,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,5,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Coagulase-negative staphylococci
0,,,Kenya,,,,amr_prevalence,,oxacillin,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,5,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Coagulase-negative staphylococci
0,,,Kenya,,,,amr_prevalence,,netilmicin,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,5,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Coagulase-negative staphylococci
0,,,Kenya,,,,amr_prevalence,,vancomycin,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,5,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Coagulase-negative staphylococci
0,,,Kenya,,,,amr_prevalence,,co-trimoxazole,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Kluyvera spp.
3,,,Kenya,,,,amr_prevalence,,doxycycline,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Kluyvera spp.
2,,,Kenya,,,,amr_prevalence,,amoxicillin-clavulanate,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Kluyvera spp.
2,,,Kenya,,,,amr_prevalence,,cefotaxime,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Kluyvera spp.
1,,,Kenya,,,,amr_prevalence,,chloramphenicol,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Kluyvera spp.
1,,,Kenya,,,,amr_prevalence,,cefuroxime,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Kluyvera spp.
1,,,Kenya,,,,amr_prevalence,,ciprofloxacin,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Kluyvera spp.
1,,,Kenya,,,,amr_prevalence,,gentamicin,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Kluyvera spp.
3,,,Kenya,,,,amr_prevalence,,co-trimoxazole,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Escherichia coli
3,,,Kenya,,,,amr_prevalence,,doxycycline,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Escherichia coli
3,,,Kenya,,,,amr_prevalence,,amoxicillin-clavulanate,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Escherichia coli
1,,,Kenya,,,,amr_prevalence,,cefotaxime,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Escherichia coli
2,,,Kenya,,,,amr_prevalence,,chloramphenicol,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Escherichia coli
2,,,Kenya,,,,amr_prevalence,,cefuroxime,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Escherichia coli
2,,,Kenya,,,,amr_prevalence,,ciprofloxacin,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Escherichia coli
2,,,Kenya,,,,amr_prevalence,,gentamicin,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Escherichia coli
2,,,Kenya,,,,amr_prevalence,,co-trimoxazole,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,3,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Klebsiella spp.
1,,,Kenya,,,,amr_prevalence,,doxycycline,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,3,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Klebsiella spp.
2,,,Kenya,,,,amr_prevalence,,amoxicillin-clavulanate,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,3,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Klebsiella spp.
2,,,Kenya,,,,amr_prevalence,,cefotaxime,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,3,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Klebsiella spp.
1,,,Kenya,,,,amr_prevalence,,chloramphenicol,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,3,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Klebsiella spp.
0,,,Kenya,,,,amr_prevalence,,cefuroxime,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,3,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Klebsiella spp.
0,,,Kenya,,,,amr_prevalence,,ciprofloxacin,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,3,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Klebsiella spp.
2,,,Kenya,,,,amr_prevalence,,gentamicin,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,3,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Klebsiella spp.
3,,,Kenya,,,,amr_prevalence,,ciprofloxacin,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Pseudomonas aeruginosa
2,,,Kenya,,,,amr_prevalence,,gentamicin,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Pseudomonas aeruginosa
3,,,Kenya,,,,amr_prevalence,,piperacillin-tazobactam,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Pseudomonas aeruginosa
2,,,Kenya,,,,amr_prevalence,,cefepime,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Pseudomonas aeruginosa
2,,,Kenya,,,,amr_prevalence,,ceftazidime,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Pseudomonas aeruginosa
2,,,Kenya,,,,amr_prevalence,,imipenem,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Pseudomonas aeruginosa
2,,,Kenya,,,,amr_prevalence,,piperacillin,2008.0,,tertiary,2009.0,,isolates,highly_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Pseudomonas aeruginosa
1,,,Kenya,,,,amr_prevalence,,ceftriaxone,2008.0,,tertiary,2009.0,,isolates,critically_important,,,,amr_prevalence,,,,,,,4,hospital,,,,,,Dinda2013-Kenya-AKUHNairobi-20082009-1,,Pseudomonas aeruginosa
20,disk_diffusion,,Eritrea,,,,amr_prevalence,CLSI,penicillin,2017.0,,tertiary,2017.0,,isolates,important,CLSI 2017 (M100-S25),,,amr_prevalence,17.0,wound_swab,,,disk diffusion (oxacillin disk),,20,hospital,,,,,mm,Garoy2021-Eritrea-AsmaraHospitals-2017-01,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,Staphylococcus aureus
14,disk_diffusion,,Eritrea,,,,amr_prevalence,CLSI,oxacillin,2017.0,,tertiary,2017.0,,isolates,important,CLSI 2017 (M100-S25),,,amr_prevalence,17.0,wound_swab,,,disk diffusion (oxacillin disk),,20,hospital,,,,,mm,Garoy2021-Eritrea-AsmaraHospitals-2017-01,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,Staphylococcus aureus
12,disk_diffusion,,Eritrea,,,,amr_prevalence,CLSI,vancomycin,2017.0,,tertiary,2017.0,,isolates,critically_important,CLSI 2017 (M100-S25),,,amr_prevalence,17.0,wound_swab,,,disk diffusion (oxacillin disk),,20,hospital,,,,,mm,Garoy2021-Eritrea-AsmaraHospitals-2017-01,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,Staphylococcus aureus
5,disk_diffusion,,Eritrea,,,,amr_prevalence,CLSI,clindamycin,2017.0,,tertiary,2017.0,,isolates,critically_important,CLSI 2017 (M100-S25),,,amr_prevalence,17.0,wound_swab,,,disk diffusion (oxacillin disk); D-test for inducible resistance,,20,hospital,,,,,mm,Garoy2021-Eritrea-AsmaraHospitals-2017-01,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,Staphylococcus aureus
5,disk_diffusion,,Eritrea,,,,amr_prevalence,CLSI,erythromycin,2017.0,,tertiary,2017.0,,isolates,important,CLSI 2017 (M100-S25),,,amr_prevalence,17.0,wound_swab,,,disk diffusion (oxacillin disk); D-test for inducible resistance,,20,hospital,,,,,mm,Garoy2021-Eritrea-AsmaraHospitals-2017-01,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,Staphylococcus aureus
10,disk_diffusion,,Eritrea,,,,amr_prevalence,CLSI,ampicillin,2017.0,,tertiary,2017.0,,isolates,critically_important,CLSI 2017 (M100-S25),,,amr_prevalence,10.0,wound_swab,,,,,10,hospital,,,,,mm,Garoy2021-Eritrea-AsmaraHospitals-2017-01,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,Escherichia coli
9,disk_diffusion,,Eritrea,,,,amr_prevalence,CLSI,trimethoprim-sulfamethoxazole,2017.0,,tertiary,2017.0,,isolates,critically_important,CLSI 2017 (M100-S25),,,amr_prevalence,10.0,wound_swab,,,,,10,hospital,,,,,mm,Garoy2021-Eritrea-AsmaraHospitals-2017-01,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,Escherichia coli
7,disk_diffusion,,Eritrea,,,,amr_prevalence,CLSI,gentamicin,2017.0,,tertiary,2017.0,,isolates,critically_important,CLSI 2017 (M100-S25),,,amr_prevalence,10.0,wound_swab,,,,,10,hospital,,,,,mm,Garoy2021-Eritrea-AsmaraHospitals-2017-01,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,Escherichia coli
9,disk_diffusion,,Eritrea,,,,amr_prevalence,CLSI,ceftazidime,2017.0,,tertiary,2017.0,,isolates,critically_important,CLSI 2017 (M100-S25),,,amr_prevalence,10.0,wound_swab,,,,,10,hospital,,,,,mm,Garoy2021-Eritrea-AsmaraHospitals-2017-01,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,Escherichia coli
8,disk_diffusion,,Eritrea,,,,amr_prevalence,CLSI,ceftriaxone,2017.0,,tertiary,2017.0,,isolates,critically_important,CLSI 2017 (M100-S25),,,amr_prevalence,10.0,wound_swab,,,,,10,hospital,,,,,mm,Garoy2021-Eritrea-AsmaraHospitals-2017-01,MDR: nonsusceptibility to at least one agent in ≥3 antimicrobial drug classes.,Escherichia coli
34,disk_diffusion,,Tanzania,,,,amr_prevalence,EUCAST,oxacillin,2013.0,,tertiary,2013.0,,isolates,highly_important,2013/2014,,,amr_prevalence,,wound_swab,,,oxacillin disc diffusion,,43,hospital,,,,,,Gentilotti2020-Tanzania-Dodoma-2013-2015-1,,Staphylococcus aureus
3,disk_diffusion,,Tanzania,,,,amr_prevalence,EUCAST,oxacillin,2015.0,,tertiary,2015.0,,isolates,highly_important,2013/2014,,,amr_prevalence,,wound_swab,,,oxacillin disc diffusion,,14,hospital,,,,,,Gentilotti2020-Tanzania-Dodoma-2013-2015-1,,Staphylococcus aureus
4,disk_diffusion,,Tanzania,,,,amr_prevalence,EUCAST,multiple_classes,2013.0,,tertiary,2013.0,,isolates,,2013/2014,,,amr_prevalence,4.0,wound_swab,,,,,4,hospital,,,,,,Gentilotti2020-Tanzania-Dodoma-2013-2015-1,"Resistances to amoxicillin/clavulanate, ceftriaxone (or ceftazidime), and/or gentamycin, and/or ciprofloxacin.",Klebsiella spp.
3,disk_diffusion,,Tanzania,,,,amr_prevalence,EUCAST,multiple_classes,2015.0,,tertiary,2015.0,,isolates,,2013/2014,,,amr_prevalence,3.0,wound_swab,,,,,7,hospital,,,,,,Gentilotti2020-Tanzania-Dodoma-2013-2015-1,"Resistances to amoxicillin/clavulanate, ceftriaxone (or ceftazidime), and/or gentamycin, and/or ciprofloxacin.",Klebsiella spp.
10,disk_diffusion,,Tanzania,,,,amr_prevalence,CLSI,ampicillin,2024.0,,tertiary,2024.0,,isolates,critically_important,,,,amr_prevalence,,wound_swab,,,,,11,hospital,,,,,mm,Hamudu2025-Tanzania-BMC_SRHH-2024-01,Multi drug resistance phenotype reported.,Escherichia coli
4,disk_diffusion,,Tanzania,,,,amr_prevalence,CLSI,ceftriaxone,2024.0,,tertiary,2024.0,,isolates,critically_important,,,,amr_prevalence,,wound_swab,,,,,7,hospital,,,,,mm,Hamudu2025-Tanzania-BMC_SRHH-2024-01,Multi drug resistance phenotype reported.,Staphylococcus aureus
1,disk_diffusion,,Tanzania,,,,amr_prevalence,CLSI,ceftazidime,2024.0,,tertiary,2024.0,,isolates,critically_important,,,,amr_prevalence,,wound_swab,,,,,4,hospital,,,,,mm,Hamudu2025-Tanzania-BMC_SRHH-2024-01,Multi drug resistance phenotype reported.,Pseudomonas aeruginosa
1,disk_diffusion,,Tanzania,,,,amr_prevalence,CLSI,ampicillin,2024.0,,tertiary,2024.0,,isolates,important,,,,amr_prevalence,,wound_swab,,,,,3,hospital,,,,,mm,Hamudu2025-Tanzania-BMC_SRHH-2024-01,Multi drug resistance phenotype reported.,Enterococcus faecalis
20,disk_diffusion,,Uganda,,,,amr_prevalence,CLSI,ampicillin,2015.0,,tertiary,2015.0,,isolates,important,CLSI 2012,,,amr_prevalence,18.0,wound_swab,,,Oxacillin disk diffusion,,20,hospital,,,,,mm,Hope2019-Uganda-Mbarara-2015-01,Resistance to three or more antibiotics tested.,Staphylococcus aureus
20,disk_diffusion,,Uganda,,,,amr_prevalence,CLSI,oxacillin,2015.0,,tertiary,2015.0,,isolates,important,CLSI 2012,,,amr_prevalence,18.0,wound_swab,,,Oxacillin disk diffusion,,20,hospital,,,,,mm,Hope2019-Uganda-Mbarara-2015-01,Resistance to three or more antibiotics tested.,Staphylococcus aureus
27,disk_diffusion,,Uganda,,,,amr_prevalence,CLSI,ampicillin,2015.0,,tertiary,2015.0,,isolates,important,CLSI 2012,,,amr_prevalence,27.0,wound_swab,,,,,27,hospital,,,,,mm,Hope2019-Uganda-Mbarara-2015-01,Resistance to three or more antibiotics tested.,Klebsiella spp.
23,disk_diffusion,,Uganda,,,,amr_prevalence,CLSI,ceftriaxone,2015.0,,tertiary,2015.0,,isolates,critically_important,CLSI 2012,,,amr_prevalence,27.0,wound_swab,,,,,27,hospital,,,,,mm,Hope2019-Uganda-Mbarara-2015-01,Resistance to three or more antibiotics tested.,Klebsiella spp.
9,disk_diffusion,,Uganda,,,,amr_prevalence,CLSI,ampicillin,2015.0,,tertiary,2015.0,,isolates,important,CLSI 2012,,,amr_prevalence,9.0,wound_swab,,,,,9,hospital,,,,,mm,Hope2019-Uganda-Mbarara-2015-01,Resistance to three or more antibiotics tested.,Escherichia coli
9,disk_diffusion,,Uganda,,,,amr_prevalence,CLSI,ceftriaxone,2015.0,,tertiary,2015.0,,isolates,critically_important,CLSI 2012,,,amr_prevalence,9.0,wound_swab,,,,,9,hospital,,,,,mm,Hope2019-Uganda-Mbarara-2015-01,Resistance to three or more antibiotics tested.,Escherichia coli
58,disk_diffusion,,Democratic Republic of Congo,,,,amr_prevalence,CLSI,ampicillin,2013.0,,tertiary,2013.0,,isolates,important,CLSI 2011,,,amr_prevalence,,wound_swab,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,74,hospital,,,,,mm,Iyamba2014-DRC-Kinshasa-2013-01,Multidrug resistance was observed in MRSA and MR-CNS strains.,Staphylococcus aureus
9,disk_diffusion,,Democratic Republic of Congo,,,,amr_prevalence,CLSI,amoxicillin-clavulanate,2013.0,,tertiary,2013.0,,isolates,critically_important,CLSI 2011,,,amr_prevalence,,wound_swab,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,74,hospital,,,,,mm,Iyamba2014-DRC-Kinshasa-2013-01,Multidrug resistance was observed in MRSA and MR-CNS strains.,Staphylococcus aureus
37,disk_diffusion,,Democratic Republic of Congo,,,,amr_prevalence,CLSI,ceftazidime,2013.0,,tertiary,2013.0,,isolates,critically_important,CLSI 2011,,,amr_prevalence,,wound_swab,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,74,hospital,,,,,mm,Iyamba2014-DRC-Kinshasa-2013-01,Multidrug resistance was observed in MRSA and MR-CNS strains.,Staphylococcus aureus
30,disk_diffusion,,Democratic Republic of Congo,,,,amr_prevalence,CLSI,cefotaxime,2013.0,,tertiary,2013.0,,isolates,critically_important,CLSI 2011,,,amr_prevalence,,wound_swab,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,74,hospital,,,,,mm,Iyamba2014-DRC-Kinshasa-2013-01,Multidrug resistance was observed in MRSA and MR-CNS strains.,Staphylococcus aureus
50,disk_diffusion,,Democratic Republic of Congo,,,,amr_prevalence,CLSI,ciprofloxacin,2013.0,,tertiary,2013.0,,isolates,critically_important,CLSI 2011,,,amr_prevalence,,wound_swab,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,74,hospital,,,,,mm,Iyamba2014-DRC-Kinshasa-2013-01,Multidrug resistance was observed in MRSA and MR-CNS strains.,Staphylococcus aureus
52,disk_diffusion,,Democratic Republic of Congo,,,,amr_prevalence,CLSI,clindamycin,2013.0,,tertiary,2013.0,,isolates,critically_important,CLSI 2011,,,amr_prevalence,,wound_swab,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,74,hospital,,,,,mm,Iyamba2014-DRC-Kinshasa-2013-01,Multidrug resistance was observed in MRSA and MR-CNS strains.,Staphylococcus aureus
54,disk_diffusion,,Democratic Republic of Congo,,,,amr_prevalence,CLSI,cotrimoxazole,2013.0,,tertiary,2013.0,,isolates,critically_important,CLSI 2011,,,amr_prevalence,,wound_swab,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,74,hospital,,,,,mm,Iyamba2014-DRC-Kinshasa-2013-01,Multidrug resistance was observed in MRSA and MR-CNS strains.,Staphylococcus aureus
51,disk_diffusion,,Democratic Republic of Congo,,,,amr_prevalence,CLSI,erythromycin,2013.0,,tertiary,2013.0,,isolates,critically_important,CLSI 2011,,,amr_prevalence,,wound_swab,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,74,hospital,,,,,mm,Iyamba2014-DRC-Kinshasa-2013-01,Multidrug resistance was observed in MRSA and MR-CNS strains.,Staphylococcus aureus
0,disk_diffusion,,Democratic Republic of Congo,,,,amr_prevalence,CLSI,imipenem,2013.0,,tertiary,2013.0,,isolates,critically_important,CLSI 2011,,,amr_prevalence,,wound_swab,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,74,hospital,,,,,mm,Iyamba2014-DRC-Kinshasa-2013-01,Multidrug resistance was observed in MRSA and MR-CNS strains.,Staphylococcus aureus
11,disk_diffusion,,Democratic Republic of Congo,,,,amr_prevalence,CLSI,vancomycin,2013.0,,tertiary,2013.0,,isolates,critically_important,CLSI 2011,,,amr_prevalence,,wound_swab,,,disk diffusion using oxacillin (1 µg) on Mueller Hinton agar with 4% NaCl,,74,hospital,,,,,mm,Iyamba2014-DRC-Kinshasa-2013-01,Multidrug resistance was observed in MRSA and MR-CNS strains.,Staphylococcus aureus
1,disk_diffusion,,Malawi,,,,amr_prevalence,unspecified,ceftriaxone,2023.0,,tertiary,2023.0,,isolates,critically_important,,,,amr_prevalence,,wound_swab,,,,,1,hospital,,,,,,Kachipedzu2024-Malawi-QECH-2023-1,,Acinetobacter baumannii
